Unnamed: 0,Brand,Store.Number,Street.Address,City,State.Province,Postcode,Longitude,Latitude
1,Starbucks,11037-97631,"1195 Springs Center South Blvd, Altamonte",Altamonte Springs,FL,327141942,-81.39,28.69
2,Starbucks,24857-232566,"886 W State Road, West Town Corners",Altamonte Springs,FL,32714,-81.42,28.67
3,Starbucks,8475-31199,"150 South SR 434, 1087, Renaissance Center",Altamonte Springs,FL,32714,-81.42,28.66
4,Starbucks,11387-105395,"355 E Altamonte Drive, 1700",Altamonte Springs,FL,327014407,-81.38,28.66
5,Starbucks,29952-254207,503 E Altamonte Drive,Altamonte Springs,FL,32701,-81.37,28.66
6,Starbucks,11956-98744,3850 E. SR 436,Apopka,FL,32703,-81.44,28.67
7,Starbucks,9907-98589,1720 S Orange Blossom Trail,Apopka,FL,327037745,-81.47,28.65
8,Starbucks,8316-5449,19127 Biscayne Blvd.,Aventura,FL,331802310,-80.15,25.95
9,Starbucks,8275-1577,"19501 Biscayne Blvd, #1685",Aventura,FL,33242,-80.14,25.96
10,Starbucks,8566-79262,18215 Biscayne Blvd,Aventura,FL,331602506,-80.15,25.94
11,Starbucks,49266-238016,19999 West Country Club Dr,Aventura,FL,33180,-80.14,25.96
12,Starbucks,22364-193144,715 Theatre of the Stars Drive,Bay Lake,FL,32830,-81.56,28.36
13,Starbucks,9517-95430,5072 S Conway Rd,Belle Isle,FL,328121258,-81.33,28.48
14,Starbucks,8248-696,9961 W Glades Road,Boca Raton,FL,334343920,-80.2,26.37
15,Starbucks,10354-100248,9704 Clint Moore Rd,Boca Raton,FL,334961036,-80.2,26.41
16,Starbucks,8235-1067,22113 Powerline Rd.,Boca Raton,FL,334335046,-80.15,26.35
17,Starbucks,8588-85183,"698 Yamato Rd, Building #1, Federal & 5th",Boca Raton,FL,33434,-80.1,26.39
18,Starbucks,8257-191205,"1830 N FEDERAL HWY, Unit 1, Boca Town Center",Boca Raton,FL,33432,-80.08,26.37
19,Starbucks,11388-105377,"6000 Glades Rd, Town Center Boca",Boca Raton,FL,334317208,-80.13,26.37
20,Starbucks,11605-102741,"6000 W. Glades Road, K122, Corporate Centre at Boca Raton",Boca Raton,FL,334317208,-80.13,26.37
21,Starbucks,8334-12112,"7775 Glades Rd, #300",Boca Raton,FL,334344180,-80.17,26.37
22,Starbucks,8307-7052,"5250 Towne Center Circle, #117",Boca Raton,FL,334861067,-80.12,26.36
23,Starbucks,8261-1535,302 Plaza Real,Boca Raton,FL,334323933,-80.08,26.35
24,Starbucks,8262-1068,"17940 N. Military Trail, Suite 600, Glades Plaza",Boca Raton,FL,334962411,-80.12,26.41
25,Starbucks,8354-4092,"2200 West Glades Road, 102",Boca Raton,FL,334317309,-80.13,26.37
26,Starbucks,75289-44839,777 Glades Rd,Boca Raton,FL,334316424,-80.1,26.37
27,Starbucks,22555-220044,27250 Bay Landing Dr,Bonita Springs,FL,34135,-81.81,26.34
28,Starbucks,76473-97108,10201 Hagen Beach Rd,Boynton Beach,FL,334373758,-80.17,26.53
29,Starbucks,13563-107228,"1500 Gateway Blvd, 130",Boynton Beach,FL,334267219,-80.09,26.55
30,Starbucks,8805-94142,306 N. Congress Ave,Boynton Beach,FL,334263416,-80.09,26.53
31,Starbucks,17947-179784,4742 North Congress Avenue,Boynton Beach,FL,33426,-80.09,26.57
32,Starbucks,76749-106133,6500 Congress Ave,Boynton Beach,FL,33426,-80.08,26.53
33,Starbucks,13236-104290,5783 Manatee Ave W,Bradenton,FL,342092540,-82.62,27.5
34,Starbucks,11248-103874,7386 52nd Place East,Bradenton,FL,342038914,-82.46,27.44
35,Starbucks,19070-191185,6521 SR 64,Bradenton,FL,34208,-82.48,27.49
36,Starbucks,13874-109745,"8155 Lakewood Main St., Space P-102",Bradenton,FL,342025057,-82.44,27.39
37,Starbucks,11679-105826,102 Manatee Ave East,Bradenton,FL,342081930,-82.56,27.49
38,Starbucks,3485-91461,7484 Cortez Rd,Bradenton,FL,342102444,-82.64,27.46
39,Starbucks,26774-244572,"4220 53rd Ave E, Unit 101",Bradenton,FL,34203,-82.51,27.45
40,Starbucks,8541-186204,"5250 14th Street W., Brandon Town Center",Bradenton,FL,34207,-82.58,27.45
41,Starbucks,14074-114624,"459 Brandon Town Center Mall, Suite 885",Brandon,FL,335114756,-82.33,27.93
42,Starbucks,8549-72560,"11029 Causeway Blvd, Unit E",Brandon,FL,335111999,-82.33,27.92
43,Starbucks,76151-93558,"187 Brandon Town Ctr Dr, Regency Square Shopping Center",Brandon,FL,335114752,-82.32,27.94
44,Starbucks,8534-52580,2350 West Brandon Blvd,Brandon,FL,335114717,-82.32,27.94
45,Starbucks,10355-98749,1265 E Brandon Blvd,Brandon,FL,335115530,-82.26,27.94
46,Starbucks,8592-221244,"459 Brandon Town Center Mall, 9070",Brandon,FL,33511,-82.33,27.93
47,Starbucks,10192-98751,13163 Cortez Blvd.,Brooksville,FL,346137804,-82.51,28.53
48,Starbucks,13317-103549,740 N Tyndall Pkwy,Callaway,FL,324043218,-85.59,30.16
49,Starbucks,16887-175725,2430 Santa Barbara Blvd,Cape Coral,FL,339144485,-81.97,26.61
50,Starbucks,11607-242367,"2390 Surfside Boulevard, Suite 101",Cape Coral,FL,33914,-82.02,26.61
51,Starbucks,11783-104279,1860 NE Pine Island Rd,Cape Coral,FL,339091744,-81.93,26.67
52,Starbucks,29496-248064,"2207 Del Prado Blvd S, Unit 1",Cape Coral,FL,33990,-81.94,26.61
53,Starbucks,21921-207684,4802 Chester St,Cape Coral,FL,33904,-81.96,26.56
54,Starbucks,76810-111305,1850 NE Pine Island Rd,Cape Coral,FL,339091733,-81.94,26.67
55,Starbucks,75824-102331,5400 Plantation Road,Captiva,FL,339246000,-82.19,26.53
56,Starbucks,76464-97608,"4410 S USHwy 17-92, Casselberry Exchange Shopping Center",Casselberry,FL,327073290,-81.34,28.67
57,Starbucks,9516-95434,"168 Semoran Blvd., Casselberry Commons Shopping Center",Casselberry,FL,327073000,-81.34,28.66
58,Starbucks,10231-97300,2535 Howell Branch Rd.,Casselberry,FL,327076553,-81.32,28.63
59,Starbucks,11396-105347,715 Bloom Street,Celebration,FL,347474696,-81.54,28.32
60,Starbucks,76113-79324,2747 Gulf To Bay Blvd,Clearwater,FL,337593945,-82.72,27.96
61,Starbucks,13709-108226,4000 Ulmerton Rd.,Clearwater,FL,337624103,-82.69,27.89
62,Starbucks,29670-140451,400 Mandalay Ave,Clearwater,FL,33767,-82.83,27.98
63,Starbucks,8603-84240,"2539 Countryside Blvd, Northwood Plaza",Clearwater,FL,337613506,-82.73,28.01
64,Starbucks,8447-27969,2560 McMullen Booth Road,Clearwater,FL,337614182,-82.71,28.01
65,Starbucks,18691-181784,2195 Gulf to Bay Blvd,Clearwater,FL,33765,-82.75,27.96
66,Starbucks,8594-87964,"27001 US Hwy 19 N, Clearwater Mall",Clearwater,FL,337613402,-82.73,28.02
67,Starbucks,2924-78341,"2719 Gulf to Bay Blvd, Suite 1120, Weisman Building",Clearwater,FL,337594951,-82.73,27.96
68,Starbucks,8379-19581,"433 Cleveland Street, Countryside Mall",Clearwater,FL,337554004,-82.8,27.97
69,Starbucks,11249-103362,2573 E Highway 50,Clermont,FL,347116051,-81.71,28.55
70,Starbucks,76103-78187,2660 E Hwy 50,Clermont,FL,347116034,-81.7,28.55
71,Starbucks,13969-109205,628 Cagan View Rd.,Clermont,FL,347146566,-81.68,28.36
72,Starbucks,24560-224084,301 W Cocoa Beach Causeway,Cocoa Beach,FL,32931,-80.61,28.36
73,Starbucks,75752-95744,4001 N Atlantic Ave,Cocoa Beach,FL,329313507,-80.61,28.36
74,Starbucks,13493-105160,"4425 Lyons Rd, F-111",Coconut Creek,FL,330734385,-80.19,26.28
75,Starbucks,9701-85182,"6111 Lyons Road, Space 101",Coconut Creek,FL,330734741,-80.19,26.3
76,Starbucks,8254-137084,3015 Grand Ave,Coconut Grove,FL,331335102,-80.24,25.73
77,Starbucks,19877-200964,"2550 S Bayshore Drive, Suite 101, Village of Merrick Park",Coconut Grove,FL,33133,-80.23,25.73
78,Starbucks,75245-80249,"1350 Miller Drive, Rm #132",Coral Gables,FL,33124,-80.28,25.72
79,Starbucks,8228-993,200 Miracle Mile,Coral Gables,FL,331345908,-80.26,25.75
80,Starbucks,8256-1382,1122 S Dixie Hwy,Coral Gables,FL,331462901,-80.27,25.72
81,Starbucks,19812-107345,1330 Miller Drive,Coral Gables,FL,33124,-80.28,25.72
82,Starbucks,11784-104774,"475 South Dixie Hwy, Coral Square",Coral Gables,FL,331462202,-80.26,25.73
83,Starbucks,22184-214324,9469 W Atlantic Blvd,Coral Springs,FL,33071,-80.25,26.24
84,Starbucks,76831-108131,9600  Westview Dr,Coral Springs,FL,330762514,-80.25,26.3
85,Starbucks,76905-98112,4400 N State Rd 7,Coral Springs,FL,330733353,-80.2,26.28
86,Starbucks,17006-169464,6202 West Sample Road,Coral Springs,FL,33067,-80.21,26.27
87,Starbucks,8281-1647,2800 University Drive,Coral Springs,FL,330655010,-80.25,26.27
88,Starbucks,8494-62181,6051 Coral Ridge Dr,Coral Springs,FL,330763306,-80.28,26.31
89,Starbucks,14328-112944,2520 S. Ferdon Blvd.,Crestview,FL,325368464,-86.57,30.73
90,Starbucks,19033-185564,"19151 South Dixie Highway, Southland Mall",Cutler Bay,FL,33189,-80.36,25.59
91,Starbucks,11040-103663,"20505 South Dixie Hwy, 1261",Cutler Bay,FL,331891229,-80.37,25.57
92,Starbucks,76888-122708,5000 Grandview Pkwy,Davenport,FL,338372300,-81.64,28.23
93,Starbucks,21823-206684,"2145 S University Drive, Davie Shopping Center",Davie,FL,33323,-80.25,26.1
94,Starbucks,9695-91811,4751 S. University Drive,Davie,FL,333283819,-80.25,26.06
95,Starbucks,76368-97220,5800 S University Dr,Davie,FL,333286102,-80.25,26.05
96,Starbucks,2964-239093,"5796 S University Drive, 101",Davie,FL,33328,-80.25,26.05
97,Starbucks,13970-109626,"1388 W International Speedway Boulevard, Suite 100",Daytona Beach,FL,32114,-81.06,29.2
98,Starbucks,8443-209184,110 S. Ocean Ave,Daytona Beach,FL,32118,-81.01,29.22
99,Starbucks,76336-89123,2380 W International Spdwy Blvd,Daytona Beach,FL,321141116,-81.08,29.18
100,Starbucks,78092-119269,600 S Clyde Morris Blvd,Daytona Beach,FL,321143966,-81.05,29.19
101,Starbucks,28075-247866,102 Dunlawton Blvd,Daytona Beach Shores,FL,32118,-80.97,29.15
102,Starbucks,15488-157144,1200 S Federal Hwy,Deerfield Beach,FL,334417037,-80.09,26.3
103,Starbucks,8426-38719,130 S. Federal Hwy.,Deerfield Beach,FL,334414128,-80.09,26.32
104,Starbucks,21215-181738,3349 W. Hillsboro Blvd,Deerfield Beach,FL,33442,-80.15,26.32
105,Starbucks,76904-128673,3599 W Hillsboro Blvd,Deerfield Beach,FL,334429404,-80.15,26.32
106,Starbucks,27185-241709,2417 South Woodland Blvd,Deland,FL,32720,-81.3,28.99
107,Starbucks,27030-239809,"7901 Atlantic Avenue, Suite 105",Delray Beach,FL,33446,-80.17,26.45
108,Starbucks,13875-106507,"502 East Atlantic Ave, Lintco Shopping Center",Delray Beach,FL,334835324,-80.07,26.46
109,Starbucks,21822-191184,"551 Linton Boulevard, Suite C1",Delray Beach,FL,33444,-80.08,26.44
110,Starbucks,8455-44904,205 E Atlantic Avenue,Delray Beach,FL,334443726,-80.07,26.46
111,Starbucks,8376-23235,"16850 Jog Rd, 111",Delray Beach,FL,334462383,-80.15,26.43
112,Starbucks,8558-75466,"4140 LEGANDARY DR, Suite B105",Destin,FL,325415389,-86.42,30.39
113,Starbucks,76435-95413,853 Harbor Blvd,Destin,FL,325412709,-86.48,30.39
114,Starbucks,11250-103920,10410 US Hwy 98 West,Destin,FL,32550,-86.35,30.38
115,Starbucks,10550-100278,7840 NW 25th St,Doral,FL,331221603,-80.32,25.8
116,Starbucks,2751-87002,10690 NW 19th St,Doral,FL,331722542,-80.37,25.79
117,Starbucks,21315-196345,11429 NW 41st Street,Doral,FL,33178,-80.38,25.81
118,Starbucks,27184-241965,"1785 Main Street, Starbucks Coffee/AAFES",Dunedin,FL,34698,-82.76,28.02
119,Starbucks,72113-5604,"1757 Memorial Trail, Bldg. 1757, Prime Outlets @ Ellenton",Eglin AFB,FL,32542,-86.53,30.47
120,Starbucks,11680-105902,"5461 Factory Shops Blvd, 210",Ellenton,FL,342224100,-82.51,27.53
121,Starbucks,8678-66662,"10801 Corkscrew Road, Suite 360",Estero,FL,339289443,-81.77,26.44
122,Starbucks,9752-96115,8076 Mediterranean Dr Suite 111,Estero,FL,339288304,-81.81,26.4
123,Starbucks,76869-127185,8040 Mediterranean Dr,Estero,FL,339288304,-81.81,26.41
124,Starbucks,11481-233404,1453 Sadler Rd,Fernandina Beach,FL,32034,-81.45,30.64
125,Starbucks,13939-108784,76 East Palm Dr,Florida City,FL,330343507,-80.48,25.45
126,Starbucks,9642-95733,1600 South Andrews Ave,Fort Lauderdale,FL,333162510,-80.14,26.1
127,Starbucks,8303-7947,10 S. Federal Highway,Fort Lauderdale,FL,333011935,-80.14,26.12
128,Starbucks,72641-32299,7730 W Commercial Blvd,Fort Lauderdale,FL,333514301,-80.25,26.19
129,Starbucks,22094-209644,3704 N. Ocean Blvd,Fort Lauderdale,FL,33308,-80.1,26.17
130,Starbucks,8328-145164,2519 E. Sunrise Blvd,Fort Lauderdale,FL,333043203,-80.11,26.14
131,Starbucks,22710-222689,100 Terminal Dr,Fort Lauderdale,FL,33315,-80.14,26.07
132,Starbucks,8528-70121,1615 North Federal Highway,Fort Lauderdale,FL,333052528,-80.12,26.15
133,Starbucks,22709-222704,100 Terminal Dr,Fort Lauderdale,FL,33315,-80.14,26.07
134,Starbucks,10679-96815,1150 South Federal Hwy,Fort Lauderdale,FL,333161216,-80.14,26.11
135,Starbucks,27563-247664,100 Terminal Drive,Fort Lauderdale,FL,33315,-80.14,26.07
136,Starbucks,8302-11741,350 Las Olas Center,Fort Lauderdale,FL,333014211,-80.14,26.12
137,Starbucks,16973-175144,4854 N. Federal Highway,Fort Lauderdale,FL,33308,-80.12,26.19
138,Starbucks,8806-87001,1501 SE 17th St Causeway,Fort Lauderdale,FL,333161701,-80.13,26.1
139,Starbucks,22708-222688,100 Terminal Dr,Fort Lauderdale,FL,33315,-80.14,26.07
140,Starbucks,76106-85289,12801 W Sunrise Blvd,Fort Lauderdale,FL,333234020,-80.32,26.15
141,Starbucks,75449-106095,3301 College Ave,Fort Lauderdale,FL,333147721,-80.24,26.08
142,Starbucks,10233-99983,4450 Fowler Street,Fort Myers,FL,339012617,-81.86,26.6
143,Starbucks,75776-93137,1600 Chamberlain Pkwy.,Fort Myers,FL,33913,-81.76,26.53
144,Starbucks,10440-97315,1514 Broadway,Fort Myers,FL,339013007,-81.87,26.64
145,Starbucks,21155-202904,"10010 University Plaza Drive, Suite 100",Fort Myers,FL,33913,-81.79,26.49
146,Starbucks,76908-128674,15880 San Carlos Blvd,Fort Myers,FL,339083383,-81.94,26.51
147,Starbucks,75774-93135,1600 Chamberlain Pkwy.,Fort Myers,FL,33913,-81.75,26.53
148,Starbucks,19296-185805,"9011 Daniels Pkwy, Suite 101",Fort Myers,FL,33912,-81.81,26.55
149,Starbucks,76474-97102,10000 Gulf Ctr Dr,Fort Myers,FL,339138961,-81.79,26.48
150,Starbucks,75775-93136,1600 Chamberlain Pkwy.,Fort Myers,FL,33913,-81.76,26.53
151,Starbucks,76913-128675,"3350 Forum Blvd, Edison Mall",Fort Myers,FL,339055578,-81.8,26.62
152,Starbucks,11392-105407,"4125 Cleveland Ave, 1345",Fort Myers,FL,339019001,-81.87,26.6
153,Starbucks,11482-104462,"3398 Forum Blvd, Unit 101",Fort Myers,FL,339055577,-81.8,26.62
154,Starbucks,10152-99906,"8595 College Parkway, 340",Fort Myers,FL,339195191,-81.9,26.56
155,Starbucks,10443-97030,"5100 Daniels Pkwy, 100",Fort Myers,FL,339121635,-81.87,26.55
156,Starbucks,75445-106098,"10501 FGCU Blvd. S., 850-",Fort Myers,FL,33965,-81.79,26.48
157,Starbucks,10589-101445,95 Eglin Parkway NE,Fort Walton Beach,FL,325484956,-86.61,30.42
158,Starbucks,9906-96348,575 North Beal Parkway,Fort Walton Beach,FL,325483561,-86.64,30.43
159,Starbucks,75594-10318,3030 Holiday Dr,Ft Lauderdale,FL,333162498,-80.11,26.11
160,Starbucks,70323-114971,321 N Route A1A,Ft Lauderdale,FL,33304,-80.1,26.13
161,Starbucks,76449-90933,13711 S Tamiami Trail,Ft Myers,FL,339121649,-81.87,26.54
162,Starbucks,24675-238015,50 Terminal Dr,Ft. Lauderdale,FL,33315,-80.15,26.08
163,Starbucks,25222-239186,50 Terminal Drive,Ft. Lauderdale,FL,33315,-80.14,26.07
164,Starbucks,3895-108129,3200 N Federal Hwy,Ft. Lauderdale,FL,333061062,-80.12,26.17
165,Starbucks,24847-217504,"2414 E. Sunrise Blvd., Union Street Station",Ft. Lauderdale,FL,33304,-80.12,26.14
166,Starbucks,8330-9112,"201 SE First St, Suite 107/108",Gainesville,FL,326011824,-82.32,29.65
167,Starbucks,8584-211506,"3524 SW Archer Road, 160",Gainesville,FL,32608,-82.38,29.62
168,Starbucks,75472-108544,686 Museum Drive,Gainesville,FL,32611,-82.35,29.65
169,Starbucks,10357-97314,"1520 NW 13th St, The Oaks Mall",Gainesville,FL,326014055,-82.34,29.67
170,Starbucks,11394-105400,"6257 W NEWBERRY RD, F19",Gainesville,FL,326054305,-82.41,29.66
171,Starbucks,10820-102905,"5200 NW 43rd St, 509",Gainesville,FL,326064484,-82.39,29.7
172,Starbucks,75390-101183,1600 SW Archer Road,Gainesville,FL,326103003,-82.35,29.65
173,Starbucks,75368-102413,"1600 SW Archer, The Oaks Mall",Gainesville,FL,326103003,-82.34,29.65
174,Starbucks,8580-82626,6707 Newberry Road,Gainesville,FL,326054312,-82.41,29.66
175,Starbucks,15132-145252,1140 Recreational Dining Center,Gainesville,FL,32611,-82.35,29.64
176,Starbucks,23932-186045,1320 W University Ave,Gainesville,FL,32611,-82.34,29.65
177,Starbucks,8355-16714,"4780 NW 39th Ave, Suite 9",Gainesville,FL,326066835,-82.39,29.69
178,Starbucks,11611-104685,3991 Jog Rd,Greenacres,FL,334671514,-80.15,26.62
179,Starbucks,20280-145255,5900 Lake Worth Rd,Greenacres,FL,334633212,-80.14,26.62
180,Starbucks,19918-202884,1440 US Highway 1 S,Greenacres,FL,32084,-81.32,29.87
181,Starbucks,3428-93236,346 Gulf Breeze Pkwy,Gulf Breeze,FL,325614492,-87.17,30.36
182,Starbucks,21597-213264,3703 Gulf Breeze Pkwy,Gulf Breeze,FL,325633528,-87.07,30.39
183,Starbucks,8550-74720,1805  E Hallandale Beach Blvd,Hallandale Beach,FL,330094619,-80.13,25.99
184,Starbucks,76833-98119,1750 W 37th St,Hialeah,FL,330124687,-80.32,25.85
185,Starbucks,13642-105164,7735 W 33rd Avenue,Hialeah,FL,330185068,-80.35,25.89
186,Starbucks,27178-154067,"1777 W 49th St, Palm Springs Mile",Hialeah,FL,330122936,-80.32,25.87
187,Starbucks,8868-90582,583 West 49th Street,Hialeah,FL,330123646,-80.29,25.87
188,Starbucks,11609-104748,3305 Sheridan St,Hollywood,FL,330213606,-80.18,26.03
189,Starbucks,8278-136430,"5355 Sheridan Street, Suite 63-B",Hollywood,FL,330213342,-80.2,26.03
190,Starbucks,11251-103762,"1801 N. Young Circle, TBD",Hollywood,FL,330204613,-80.14,26.01
191,Starbucks,20115-185804,"1750 SHERIDAN ST, Hollywood Plaza",Hollywood,FL,33020,-80.14,26.03
192,Starbucks,8339-13546,"3267 Hollywood Blvd., Homestead Towne Square",Hollywood,FL,330216906,-80.17,26.01
193,Starbucks,9702-95196,1029 North Homestead Blvd,Homestead,FL,330305028,-80.46,25.48
194,Starbucks,2853-91800,2 5th Ave - Summit Bldg,Indialantic,FL,329033138,-80.57,28.09
195,Starbucks,11717-105155,1918 Hwy A1A,Indian Harbor Beach,FL,329373523,-80.58,28.15
196,Starbucks,29666-247325,"84001 Overseas Hwy, The Avenues",Islamorada,FL,33036,-80.61,24.94
197,Starbucks,8537-52519,"2771 Monument Road, 41, Host Marriott/Starbucks Coffee",Jacksonville,FL,322255549,-81.5,30.36
198,Starbucks,72334-5786,"2400 Yankee Clipper Drive, Ste. 206, N/A",Jacksonville,FL,322182490,-81.68,30.49
199,Starbucks,8425-38679,"9661 San Jose Boulevard, Bartram Walk",Jacksonville,FL,322575433,-81.62,30.2
200,Starbucks,9460-95429,"119 Bartram Oaks Walk, Suite 2",Jacksonville,FL,322593244,-81.62,30.12
201,Starbucks,20079-202871,444 Monument Rd,Jacksonville,FL,32225,-81.55,30.33
202,Starbucks,10501-100696,1044 Dunn Ave,Jacksonville,FL,322184830,-81.66,30.43
203,Starbucks,8467-51479,"1650 Margaret Street, #1",Jacksonville,FL,322043868,-81.68,30.31
204,Starbucks,8574-82627,"8221 Southside Blvd, Space 7",Jacksonville,FL,322560771,-81.55,30.22
205,Starbucks,70087-139384,2400 Yankee Clipper Drive,Jacksonville,FL,322182492,-81.68,30.49
206,Starbucks,2752-75323,8635 Blanding Blvd,Jacksonville,FL,322445798,-81.74,30.19
207,Starbucks,70020-135152,2400 Yankee Clipper Drive,Jacksonville,FL,322182492,-81.68,30.49
208,Starbucks,10502-100689,780 Nautica Drive,Jacksonville,FL,322187230,-81.64,30.48
209,Starbucks,48694-254288,"2800 University Blvd N, Windsor Commons Shopping Center",Jacksonville,FL,32211,-81.6,30.35
210,Starbucks,8365-19560,4765-1 Hodges Blvd,Jacksonville,FL,322245279,-81.47,30.26
211,Starbucks,8468-164644,4804 Deer Lake Drive West,Jacksonville,FL,32246,-81.55,30.26
212,Starbucks,8399-19561,13315 Atlantic Boulevard,Jacksonville,FL,322255569,-81.46,30.32
213,Starbucks,8983-93120,"10281 Midtown Parkway, Suite 203",Jacksonville,FL,322467445,-81.53,30.26
214,Starbucks,11483-104846,4413 Town Center Pkwy,Jacksonville,FL,322468568,-81.53,30.26
215,Starbucks,24133-235484,"9660 Argyle Forest Boulevard, Unit #1",Jacksonville,FL,32222,-81.83,30.2
216,Starbucks,8348-227744,4265 Roosevelt Blvd,Jacksonville,FL,32210,-81.72,30.29
217,Starbucks,21922-209124,11441 San Jose Blvd,Jacksonville,FL,32223,-81.63,30.17
218,Starbucks,8395-27707,1980 San Marco Blvd.,Jacksonville,FL,322073212,-81.65,30.3
219,Starbucks,75369-101180,4567 St. Johns Bluff Road S,Jacksonville,FL,322242646,-81.51,30.27
220,Starbucks,13514-107497,"14560 St Augustine Rd, Unit 2, The Avenues Mall",Jacksonville,FL,322582460,-81.53,30.14
221,Starbucks,9585-87962,10300 Southside Boulevard,Jacksonville,FL,322560770,-81.55,30.18
222,Starbucks,9697-97188,7153 Philips Highway,Jacksonville,FL,322566801,-81.6,30.24
223,Starbucks,76726-106132,9525 Crosshill Blvd,Jacksonville,FL,322225812,-81.82,30.22
224,Starbucks,76199-92544,6331 Roosevelt Blvd,Jacksonville,FL,322443303,-81.69,30.24
225,Starbucks,76728-95027,"13740 Beach Blvd, Lakewood Plaza",Jacksonville,FL,322246033,-81.46,30.29
226,Starbucks,8363-12119,1500-1 University Blvd W,Jacksonville,FL,322172006,-81.64,30.26
227,Starbucks,8789-94812,"14355 Beach Blvd, St Johns Town Center",Jacksonville,FL,32224,-81.44,30.29
228,Starbucks,76309-95261,4567 River City Dr,Jacksonville,FL,322467411,-81.52,30.26
229,Starbucks,8686-93474,9940 Southside Blvd,Jacksonville,FL,322560783,-81.55,30.19
230,Starbucks,9293-94816,"9301 Atlantic Blvd, Suite 101, University Pointe",Jacksonville,FL,322258259,-81.56,30.32
231,Starbucks,8504-36120,5960-1 Beach Blvd,Jacksonville,FL,322075113,-81.6,30.29
232,Starbucks,76393-91280,490 Marsh Landing Pkwy,Jacksonville Beach,FL,322505855,-81.39,30.25
233,Starbucks,8565-202565,975 3rd Street South,Jacksonville Beach,FL,32250,-81.39,30.28
234,Starbucks,19095-194425,10490 San Jose Blvd,Jacksonville Mandarin,FL,32257,-81.63,30.19
235,Starbucks,22185-212165,3174 NW Federal Hwy,Jensen Beach,FL,34957,-80.27,27.24
236,Starbucks,22266-215484,"287 E Indiantown Road, B-10",Jupiter,FL,33477,-80.09,26.93
237,Starbucks,13565-104511,"2525 Military Trail, 101, Abacoa Plaza",Jupiter,FL,334587883,-80.1,26.91
238,Starbucks,8465-37799,5500 Military Trail,Jupiter,FL,334582869,-80.11,26.88
239,Starbucks,9876-97025,2770 W Indiantown Rd,Jupiter,FL,334584650,-80.14,26.93
240,Starbucks,10358-98225,13604 N Kendall Dr,Kendall,FL,33186,-80.42,25.68
241,Starbucks,9334-95735,200 Crandon Blvd,Key Biscayne,FL,331491567,-80.16,25.7
242,Starbucks,10442-100255,99600 Overseas Highway,Key Largo,FL,330372454,-80.44,25.09
243,Starbucks,24533-160468,"431 Front Street, Unit #6 & 7",Key West,FL,33040,-81.81,24.56
244,Starbucks,22270-217884,2500 N Roosevelt Blvd,Key West,FL,33040,-81.78,24.56
245,Starbucks,47488-234024,3820 N Roosevelt Blvd,Key West,FL,33040,-81.75,24.57
246,Starbucks,75616-82491,430 Duval Street,Key West,FL,330406551,-81.8,24.56
247,Starbucks,70344-139287,3200 Rolling Oaks Blvd,Kissimmee,FL,347473052,-81.62,28.33
248,Starbucks,11039-103522,3721 West Vine Street,Kissimmee,FL,347414638,-81.44,28.3
249,Starbucks,23760-222925,1041 Osceola Parkway,Kissimmee,FL,34741,-81.41,28.34
250,Starbucks,13566-249307,6091 W. Irlo Bronson Memorial Hwy,Kissimmee,FL,34747,-81.53,28.33
251,Starbucks,76249-95028,4795 W Irlo Bronson Mem Hwy,Kissimmee,FL,347465332,-81.47,28.33
252,Starbucks,76436-96594,716 N US Hwy 441,Lady Lake,FL,321593194,-81.93,28.93
253,Starbucks,10063-99659,874 N. Hwy 27/441,Lady Lake,FL,32159,-81.94,28.93
254,Starbucks,26456-222744,1675 N Buena Vista Dr,Lake Buena Vista,FL,32830,-81.59,28.36
255,Starbucks,19455-193146,1365 Monorail Way,Lake Buena Vista,FL,32830,-81.58,28.42
256,Starbucks,21797-215384,"1680 E Buena Vista Dr, Downtown Disney",Lake Buena Vista,FL,32830,-81.52,28.37
257,Starbucks,19775-193145,1400 Avenue of the Stars,Lake Buena Vista,FL,32830,-81.55,28.37
258,Starbucks,19997-178306,"1501 East Buena Vista Dr., Downtown Di",LAKE BUENA VISTA,FL,32830,-81.52,28.37
259,Starbucks,11996-105613,2511 W. US 90,Lake City,FL,320554727,-82.67,30.18
260,Starbucks,26675-244912,910 International Parkway,Lake Mary,FL,32746,-81.36,28.78
261,Starbucks,8269-240786,"850 South Sun Drive, Suite 100",Lake Mary,FL,32746,-81.35,28.76
262,Starbucks,76400-93189,500 N Congress Ave,Lake Park,FL,334033802,-80.09,26.8
263,Starbucks,10153-99276,514 Lake Ave,Lake Worth,FL,334603809,-80.05,26.62
264,Starbucks,9494-244905,4291 N US HWY 98,Lakeland,FL,33809,-81.97,28.1
265,Starbucks,3427-93471,2101 S Florida Ave,Lakeland,FL,338037224,-81.96,28.02
266,Starbucks,11786-104964,4670 N. Socrum Loop Rd.,Lakeland,FL,338094203,-81.95,28.1
267,Starbucks,2965-87260,1314 Town Center Drive S-102,Lakeland,FL,338037953,-81.98,28.0
268,Starbucks,10064-98750,4720 S Florida Ave,Lakeland,FL,338132165,-81.96,27.98
269,Starbucks,76143-89130,4005 Hwy 98 N,Lakeland,FL,338093815,-81.97,28.09
270,Starbucks,8865-94499,2021 State Road 54,Land O Lake,FL,33549,-82.44,28.19
